ID,Marque,Nom
56200004,,
6670010,,
38640001,Carrefour Market,Carrefour Market
72400017,,
69500008,Total Access,RELAIS BRON LE DAUPHINE
26400003,Casino,CASINO SUPERMARCHE
26240006,Intermarché,SAS LOVIRIC
15250004,Carrefour Contact,Carrefour contact
12500004,Système U,Super u
1100008,,
57730001,Système U,STATION U
33502001,Total,LIBOURNE FAYAT
50800003,Avia,Sarl station splm
83440005,Intermarché,INTERMARCHE TOURRETTES
20224001,Total,SARL ACQUAVIVA
94400005,Total Access,RELAIS DE VITRY
24600003,Intermarché,INTERMARCHE RIBERAC
34500025,Total,RELAIS DE LA CAPELIERE
32300003,Total,STATION TOTAL
81320002,,
48200007,BP,STATION BP LA GARDE
17520002,,
42360001,Avia,GARAGE BAILLY JEAN PAUL
58000007,Intermarché,INTERMARCHE NEVERS
56607001,Géant,GEANT CASINO
31880001,Intermarché,INTERMARCHE
59210005,Total,RELAIS COUDEKERQUE BRANCHE FURNES
76210008,,
71380003,,
6800031,,
49110004,,
87300003,Intermarché,INTERMARCHE BELLAC
88200006,Leclerc,SODIREM
69330006,,
29300004,Carrefour Market,Carrefourmarket
74190005,,
29790002,,
10800006,Carrefour Contact,CARREFOUR CONTACT BUCHERES
13100014,Total Access,RELAIS AIX EN PR.GAMBETTA
62400001,Auchan,AUCHAN BETHUNE
13790004,,
76700005,Leclerc,GONFREVILDIS
67410002,,
90000013,Total,RELAIS DES GLACIS
16430001,Géant,GEANT CASINO
81800006,,
59554008,,
73200005,Intermarché,INTERMARCHE ALBERTVILLE
13160004,Carrefour Market,CSF FRANCE STATION SERVICE
75014008,Elan,Sarl GES Location Garage
50510001,Intermarché Contact,INTERMARCHE CONTACT
62231001,,
3410007,Esso Express,ESSO EXPRESS DOMERAT TERRE NEUVE
13118001,,
21130011,,
39000009,,
51210004,Leclerc,E Leclerc Montmirail
36230002,Système U,SARL ELGATAN
37520004,,
67510001,,
71260008,,
89200008,Avia,AVIA XPRESS VAUBAN
71580002,Maximarché,MAXIMARCHE
89130003,,
29740001,Système U,Super U PLOBANNALEC
62138001,Simply Market,SIMPLY MARKET
14380001,Carrefour Contact,SARL SEVDIST
52800002,Avia,RELAIS DES FORGES - SCAP PEUGEOT
52160010,,
15300007,Indépendant sans enseigne,Relais de la Planeze
35320003,,
64230008,,
6750002,GIRARDIN,STATION VILLAUTE
19200003,,
93240008,Total Access,RELAIS STAINS MARCEL CACHIN
62100016,Intermarché,INTERMARCHE CALAIS
83130003,K9,STATION SERVICE K9
76410001,Carrefour Market,Carrefour Market
74160001,Intermarché,INTERMARCHE ST JULIEN EN GENEVOI
44110004,Intermarché,INTERMARCHE CHATEAUBRIANT
69460006,Indépendant sans enseigne,Germain Calvignac Automobiles
19000003,,
70700003,Carrefour Contact,CARREFOUR CONTACT BUCEY LES GY
63300002,Total,RICOU
30620001,Casino,CASINO CARBURANTS
59114007,,
26260001,Système U,SUPER U
12850002,Leclerc,HYPERMARCHE E. LECLERC SEBADIS
28150001,Carrefour Market,Carrefour Market
87000004,Système U,Super U Coop Atlantique Limoges Perrin
7200011,,
91260002,Intermarché,INTERMARCHE JUVISY-SUR-ORGE
37003001,Leclerc,LECLERC TOURS NORD
77186001,Total,BRIE DES NATIONS
35650002,,
95800001,,
13270014,,
67130004,Supermarché Match,Supermarche match
30110003,Intermarché,INTERMARCHE LA GRAND COMBE
1170002,Carrefour Market,Carrefour Market
9000004,Leclerc,FUXEDIS
59470003,Système U,SUPER U WORMHOUT
14000003,Total,SARL GARAGE CRAPART ET FILS
38300008,Leclerc,BOURGOIN DISTRIBUTION
33190004,Intermarché,INTERMARCHE LA REOLE
3410008,Leclerc,LECLERC CHATEAUGAY
58400002,Intermarché,INTERMARCHE LA CHARITE S/LOIRE
77610003,,
46110001,Carrefour Contact,CARREFOUR CONTACT
63350002,Total,SARL SERVOL ET FILS
76240002,Carrefour Market,Carrefour Market
77260004,Leclerc,SAS SODIFER
35500008,Intermarché Contact,INTERMACHE CONTACT
70100005,Casino,CASINO SUPERMARCHE
95520001,,
93000010,Total Access,RELAIS BOBIGNY ARAGON
69009007,Total,RELAIS MARIETTON
71570003,Atac,Bi1
25200001,CORA,C.C CORA MONTBELIARD
69120010,,
79180005,,
38100015,,
46320001,,
62490003,Total Access,RELAIS FRESNES LES MONTAUBAN
60800008,Leclerc,CREPY
87100006,Système U,Super U  LIMOGES
82800002,Intermarché,INTERMARCHE
16360001,Total,LAUTRET SA
31170007,Avia,Station AVIA - SARL 2LLS
34550001,Esso Express,ESSO MONTS RAMUS
35760003,,
33310007,Total,RELAIS LORMONT FONTBELLEAU A
17600001,Système U,Super U SAUJON
76810002,Simply Market,Simply market
64230004,,
40800007,Total,RELAIS DE L'ADOUR
19210001,,
78890004,,
59163002,Total,SARL RELAIS DU TOURNIQUET
12000011,Intermarché,SAS JANELI
44800004,Leclerc,E.LECLERC ATLANTIS
45430004,Leclerc,LECLERC CHECY
67430002,Système U,STATION U
42600002,Total,SARL BELLEVUE-SAVIGNEUX
73400005,,
39110003,Système U,SUPER U
64110006,Total Access,RELAIS PAU JURANCON STAR
58290001,Atac,ATAC MOULINS ENGILBERT
59110006,Total Access,RELAIS DU PARC
68490001,TOTAL,LIEBENGUTH STATION TOTAL
78400004,Total,RELAIS DES TILLEULS
69340001,Carrefour,CARREFOUR FRANCHEVILLE
59125004,Total,RELAIS D HURTEBISE
79000005,Total,SARL ROBIN
13880001,Avia,STATION SERVICE DE VELAUX
32220001,Intermarché,INTERMARCHE LOMBEZ
24300001,Système U,SUPER U
13700007,Intermarché,INTERMARCHE MARIGNANE
34400018,Total Access,RELAIS LA PETIOLE
25550002,,
57530001,Intermarché Contact,INTERMARCHE  SAS GALAN
93270001,Carrefour,CARREFOUR  SEVRAN
84320001,Carrefour Market,Carrefour Market
78340004,BP,BP LES CLAYES SS BOIS LA VIGNERAIE
86100009,Leclerc,FOCH DISTRIBUTION
47190001,Intermarché,INTERMARCHE AIGUILLON
47600005,Total,SAS MDV SERVICES
13320009,Avia,RELAIS DE PROVENCE
83260001,Carrefour Market,Carrefour Market
15000009,Intermarché,INTERMARCHE AURILLAC11124
49380001,Système U,Super U THOUARCE
67220004,Avia,STATION AVIA GARAGE GUTH
21800010,,
94300001,Esso,SIAV SA
14990002,Intermarché,SA LODA - INTERMARCHE
77100016,Leclerc,LECLERC MAREUILDIS
76940001,Carrefour Contact,Carrefour Contact NEW GENERATION SHOP
59113006,Leclerc,Centre E.LECLERC
17100006,Leclerc,SAM SAS
22710001,Carrefour Market,Carrefour Market
15000001,Simply Market,SIMPLY MARKET
34120001,Total,SARL GAUTRAND PNEU
59460001,Carrefour Market,Carrefour Market
33350002,Leclerc,ST MAGNE DISTRIBUTION
83240001,Carrefour Market,Carrefour Market
30380001,Intermarché,INTERMARCHE ST CHRISTOL LES ALES
59420002,Avia,STATION AVIA MOUVAUX RELAIS DES JOUTES
31470008,,
20230006,Total,TOTAL Moriani
53100006,,
55300003,Intermarché,INTERMARCHE CHAUVONCOURT
6270001,Géant,GEANT CASINO
33850001,Leclerc,BLENAN SAS - E. LECLERC
11140001,Dyneff,DYNEFF Axat
73000009,Avia,RELAIS DE LA LEYSSE
89190007,,
56520001,Système U,Super U GUIDEL
26216001,Géant,GEANT CASINO
62800001,Carrefour,CARREFOUR LIEVIN
12340002,Intermarché Contact,INTERMARCHE BOZOULS
5000006,Leclerc,SUDALP
62160004,Intermarché,INTERMARCHE BULLY LES MINES
62100028,,
77000013,Total Access,RELAIS LA ROCHETTE MELUN
50710003,,
13750004,Total,ROLLI SAS - TOTAL
77130012,,
95420002,,
88150004,TOTAL,L'ACCUEIL TURBO VOSGES
26250001,AGIP,AGIP LIVRON RN7
37340001,Système U,Super U SAVIGNE LATHAN
69190001,Carrefour Market,Carrefour Market
6220005,Total,RELAIS BATTERIE
36210001,Système U,Super U CHABRIS
10410003,,
80230002,Intermarché,INTERMARCHE ST-VALERY-SUR-SOMME
73000013,Total Access,RELAIS REVERIAZ
83230003,Indépendant sans enseigne,CENTRE RIVIERA SERVICES
76150004,,
79100006,,
5300003,Intermarché,INTERMARCHE LARAGNE
80210002,Total,EOR GARAGE DU VIMEU SA
60000011,Carrefour,SOCIETE FINANCIERE RSV CARREFOUR
66000021,,
70100003,Total,SARL BERTRAND
42480001,Indépendant sans enseigne,GRANJON COMBUSTIBLES
21000029,Total,Total diables bleus
83560010,,
62250011,Total,RELAIS DES 2 CAPS
18000019,Total Access,RELAIS BOURGES AVENIR
21120005,Intermarché,SAS SOFRALDI
42170003,Total,SARL GARAGE BONHOMME
29200018,,
42110001,Carrefour,CARREFOUR FEURS
16500002,Intermarché,INTERMARCHE
77680003,Système U,SUPER U ROISSY EN BRIE
31130011,,
6330003,Total,Relais de roquefort les pins
78480001,Simply Market,SIMPLY MARKET
61100003,Carrefour,ST GEORGES DES GROSEILLERS
69150001,Esso Express,ESSO CHAMP FLEURY
37390002,Intermarché,INTERMARCHE NOTRE DAME D'OE
86400004,,
69571001,Auchan,AUCHAN DARDILLY
47300002,Total Access,SARL STATION PEJEAN
89520002,Total,SARL MASSOT FRERES
86220003,Elan,Station Malpeli Les Ormes
68180001,Esso Express,ESSO HORBOURG
78110002,Esso Express,ESSO LES IBIS
35830002,,
67340001,Total,SARL GGE STEHLY
95310003,,
56140001,Casino,CASINO SUPERMARCHE
5100009,,
34420003,Carrefour Market,Carrefour Market
64330001,Intermarché,INTERMARCHE GARLIN
33440006,,
91000007,Total Access,RELAIS DES EPINETTES 91
25310001,,
76240001,Système U,SUPER  U  BONSECOURS
64100010,Carrefour Market,Carrefour Market
54200004,BP,BP A31 AIRE DE DOMMARTIN LES TOUL
24340002,Carrefour Contact,CARREFOUR CONTACT
18600003,Intermarché,INTERMARCHE SANCOINS
44220005,Carrefour Market,CARREFOUR MARKET COUERON
93100014,Total Access,RELAIS MONTREUIL SUEUR
33730001,Elan,SARL D.V.S AUTO
85670002,ESSO,SARL GARAGE TENAILLEAU
95100030,,
73310002,Système U,SAS RUFFIEUX DISTRIBUTION
33370007,Système U,SUPER U SAS FARDIS
28700004,Système U,SUPER U
44360007,Leclerc,LECLERC DRIVE TOURNEBRIDE
12300005,,
55000005,Intermarché,INTERMARCHE FAINS VEEL
69380010,Esso,Les Cheres Est
77910001,Total,TOTAL VARREDDES
85210004,Super Casino,SUPERMARCHE CASINO
35230006,Esso Express,ESSO EXPRESS NOYAL CHATILLON SUR SEICHE
74120008,,
7200008,Total Access,RELAIS DE FONTBONNE
74000007,Intermarché,INTERMARCHE ANNECY
14100009,,
83600011,Casino,CASINO SUPERMARCHE
84330005,,
70180002,Colruyt,016 DATS DAMPIERRE
60250003,Intermarché,INTERMARCHE MOUY
40140002,Leclerc,AQUIPYRDIS
56890004,Intermarché,INTERMARCHE ST AVE
85600002,Intermarché,INTERMARCHE MONTAIGU
57000024,,
13110003,Carrefour,Carrefour Port de Bouc
78955001,Leclerc,SODICA CARRIERES
59490001,Carrefour Market,Carrefour Market
70120002,Avia,STATION DU CENTRE AVIA
47400002,Leclerc,SAINT PIERRE DISTRIBUTION
92700024,,
34140006,Dyneff,sarl carbur
75020008,Total,RELAIS TOTAL DAVOUT
57930002,Total,GARAGE RINGWALD SAS
95120002,,
47800002,Intermarché,INTERMARCHE ST PARDOUX ISAAC
80410004,Carrefour Contact,CARREFOUR CONTACT
83910001,,
6700006,Total,RELAIS DE GAULLE
54360002,Total,R.S.D. SARL
55800002,Intermarché,INTERMARCHE
26000020,,
83980001,Carrefour Market,Carrefour Market
20250001,VITO,STATION VITO CORTE
71410001,Agip,AGIP SANVIGNES rue MITTERRAND
23230001,Carrefour Market,Carrefour Market
63650001,Carrefour Market,Carrefour Market
40800008,,
50200005,Intermarché,INTERMARCHE COUTANCES
47290003,,
45200006,Intermarché,INTERMARCHE AMILLY
48700001,Indépendant sans enseigne,DELOR Yves
37250005,Esso Express,ESSO EXPRESS VEIGNE LA BODINIERE
57620002,Intermarché,SAS JUDUKO
39500007,,
69220005,Avia,Garage Paris Nice
71330001,Système U,SUPER U
7300008,,
62910001,Carrefour Market,Market
25120001,Carrefour Market,Carrefour Market
81290002,Intermarché,INTERMARCHE LABRUGUIERE
27190003,Ecomarché,Intermarché Contact  SAS PAUMAC
74600013,,
85150003,Avia,STATION DES ACHARDS
10800003,Intermarché,INTERMARCHE ST JULIEN DES VILLAS
28300005,Intermarché,INTERMARCHE CHAMPHOL
14680001,Carrefour Contact,CARREFOUR CONTACT
95310011,,
29600005,,
30320001,Système U,SUPER U
30100007,Leclerc,SOGARDIS
93390001,Leclerc,E.LECLERC CLICHY2
88500006,Avia,STATION REMY SARL
34410007,,
45630001,,
91100017,,
71490002,,
6210009,BP,BP MANDELIEU RELAIS L'ESTEREL
31620009,Intermarché Contact,INTERMARCHE BOULOC
59540003,Elan,ELAN
57130001,Supermarché Match,SUPERMARCHES MATCH ARS SUR MOSELLE
52150001,Avia,GARAGE CENTRAL DUGRILLON
40130003,Leclerc,SOCADI - E. LECLERC
41160001,Carrefour Contact,Smg distribution
37800008,BP,STATION BP FONTAINE COLETTE
63720003,Intermarché,INTERMARCHE
60530003,Carrefour Market,Carrefour Market
20166004,BP,RELAIS BENISTA CARBURANT
78960004,,
17610002,Elan,le planet
74570012,,
30250002,Intermarché Contact,INTERMARCHE CONTACT
91100020,,
39130004,Elan,Elan
21310004,Intermarché,SAS AUBERIME
32340001,Indépendant sans enseigne,Sarl val fleuri miradoux
56410001,Intermarché,INTERMARCHE ERDEVEN
2000009,Intermarché,INTERMARCHE LAON
54510001,Auchan,AUCHAN TOMBLAINE
54610001,Avia,SARL RONDEAUX
94500011,Total,RELAIS DU TREMBLAY
86130008,Agip,AGIP A10 AIRE POITIERS CHINCE NORD
25660002,Système U,Ancopi
5000017,Total,RELAIS CHARANCE
34570001,Total,GARAGE PARIS FRERES
30127001,Carrefour Market,Carrefour Market
62370001,Carrefour Market,Carrefour Market
24250003,Elan,ELAN PERIGORD
6600023,Total,RELAIS RIVIERA
64990001,Total,SARL ERRATXOU
6220006,Leclerc,E.LECLERC VALLAURIS
74270001,Carrefour Contact,Carrefour Contact
24130003,Huit à 8,8 à Huit La Force
66300012,Intermarché,INTERMARCHE THUIR
29150004,Intermarché,INTERMARCHE CHATEAULIN
74130016,,
80110002,Carrefour Market,Carrefour Market
86190004,,
71110001,Atac,ATAC MARCIGNY
67202002,Système U,SUPER U WOLFISHEIM
24200006,Leclerc,SARLAT-DIS
31490001,Système U,SUPER U
76400001,Carrefour Market,Carrefour Market
35760002,Leclerc,LECLERC ST-GREGOIRE
55600001,Système U,sa ngc distribution
36500001,Carrefour Market,Carrefour Market
20137009,VITO,SARL EPB station VITO
76530004,Total Access,RELAIS DE LA LONDE
77610002,Intermarché,SAS FONTENAL
33360003,Total,RELAIS DE LATRESNE
91150012,Total Access,RELAIS COQUERIVE
44170001,Système U,Super U NOZAY
78150013,Total Access,RELAIS DE ROCQUENCOURT
47430002,,
18390003,Carrefour Market,Carrefour Market
22530001,Ecomarché,ECOMARCHE MURE DE BRETAGNE
47240002,Intermarché,INTERMARCHE AGEN - BON ENCONTRE
79500002,Système U,Super U ST LEGER DE LA MARTINIERE
91300019,Total Access,RELAIS MASSY LECLERC
66500001,Système U,SUPER U
63600003,Total,GARAGE GRENIER
57804001,Leclerc,FREYDIS
36250007,Total Access,RELAIS TERRES NOIRES
62460002,Carrefour Market,CARREFOUR MARKET ERCAVITO
29120001,Système U,Super U COMBRIT
1000016,,
14400010,Total Access,RELAIS DE VAUCELLES
49124003,Système U,Super U Coeur de Ville St Barth
26800009,,
62990001,Carrefour Market,Carrefour Market SAS NCL
28120002,Intermarché,SA ILLIERS DISTRIBUTION
17350006,Agip,AGIP FENIOUX OUEST A10
22730001,Système U,Super U TREGASTEL
42290001,Carrefour Market,Carrefour Market
78150012,Total,RELAIS DU CHESNAY
2200015,Total Access,RELAIS SAINTE EUGENIE
67630001,Carrefour Market,Market
46600005,,
87100010,Total,RELAIS BEL AIR
78530001,Intermarché,INTERMARCHE BUC
2000003,Carrefour Market,Carrefour Market Christ
13000003,,
13470001,Intermarché,INTERMARCHE CARNOUX EN PROVENCE
28130003,Intermarché,INTERMARCHE MAINTENON
13105001,Intermarché,INTERMARCHE MIMET
92100015,Total,RELAIS DE SILLY
15110002,,
20090011,VITO,U-STRETTU NORD
10100003,Esso Express,ESSO BOULE D'OR
13920005,,
14160004,Total,RELAIS DIVES-SUR-MER
33720008,Total,RELAIS LES LANDES
76480001,BP,STATION DU BAC
31530004,Elan,CORTESE SERVICES ENERGIE SAS
33440001,,
37190001,Elan,LES LOGES AUTOMOBILES
37270006,Agip,AGIP AIRE ATHEE A85
38430002,Esso Express,ESSO MOIRANS
54000008,Esso Express,ESSO ST JOSEPH 54
57320003,Colruyt,STATION DATS BOUZONVILLE/VAUDRECHING
57450001,Agip,AGIP FAREBERSVILLER
64320005,Total Access,RELAIS BIZANOS STAR
67660002,Total,GGE FOELL SARL
94700007,Avia,STATION AVIA
88800001,Total,GARAGE BOULET
78380005,,
80000007,Esso Express,ESSO PICARDIE
6200032,,
76390002,Esso,GARAGE FERTUN ET CIE
87000016,,
59620003,Intermarché,INTERMARCHE AULNOYE AIMERIES
42000014,Total Access,RELAIS ST ETIENNE TARENTAIZE
71320001,Maximarché,MAXIMARCHE TOULON SUR ARROUX
62130004,,
83500005,Leclerc,Centre E.LECLERC des sablettes
4300002,Intermarché,INTERMARCHE FORCALQUIER
71350002,,
13430002,Indépendant sans enseigne,Station du sud
11300001,Dyneff,STATION SERVICE BAR DU STADE
39100007,Colruyt,DATS DOLE
83170011,Agip,AGIP CAMBARETTE A8 Sens Italie Aix
24350002,Intermarché,SA TOCAPRE INTERMARCHE
84400004,Indépendant sans enseigne,SAS CARBU MADELEINE ROADY
22000010,Total,RELAIS SAINT-BRIEUC CHARNER
54121001,TOTAL,STATION TABAC PRESSE LAMORLETTE
38500007,Total Access,RELAIS VOIRON VALOIS
6000028,,
38121001,Indépendant sans enseigne,STATION DU GRAND CHEMIN
33380001,Auchan,AUCHAN BIGANOS
56370005,,
56400010,Total,RELAIS PLOUGOUMELEN
47220003,Ecomarché,ECOMARCHE ASTAFFORT
50430002,Intermarché,INTERMARCHE LESSAY
17570001,Elan,SARL JAUDEAU & CIE
6190004,Esso,STATION SERVICE DU STADE
63160003,Avia,STATION AVIA
33720007,Shell,STATION SHELL AIRE DES TERRES DE GRAVES NORD
35120001,Carrefour Market,Carrefour Market DOL DE BRETAGNE
13006003,Avia,GARAGE NOTRE DAME DE LA GARDE
86036001,Leclerc,E. LECLERC Poitiers
31590002,Intermarché Contact,SA PERVER INTERMARCHE VERFEIL
31470004,Intermarché,INTERMARCHE FONSORBES
11400005,Intermarché,INTERMARCHE CASTELNAUDARY
95370007,,
45400002,Avia,Station Avia
30132003,Dyneff,Station Le Mirman
41360003,Elan,GARAGE DE LA GRANGE
3170001,Avia,Avia
76176001,Leclerc,SAS CITADIS
62100001,Auchan,AUCHAN CALAIS LES 2 CAPS
40330001,Intermarché,STATION  INTERMARCHE
69360012,Total,RELAIS DE TERNAY
62660001,Carrefour Market,Carrefour Market
56860004,Total,RELAIS ST LAURENT
51500004,CARREFOUR,CARREFOUR CONTACT LUDES
13670001,Indépendant sans enseigne,Relais des M.I.N.
6130010,,
80800001,Casino,CASINO SUPERMARCHE
71140001,Atac,bi1 BOURBON LANCY
42270002,Leclerc,JARDIS E.LECLERC
25700002,Colruyt,030 DATS MATHAY
64260005,Intermarché,SAS LOVIER
13790003,Avia,AVIA ROUSSET
42510001,Carrefour Market,Carrefour Market
80380001,Total,AJC DISTRIBUTION
53800001,Intermarché,SAS OVICK
52250001,Intermarché Contact,EPONINE SAS
87000003,Système U,U Express Coop Atlantique Limoges Loubier
77346001,Carrefour,CARREFOUR PONTAULT-COMBAULT
60120005,Leclerc,E.LECLERC
50000002,Total,SARL MACON
44000010,Total Access,RELAIS NANTES FACULTES
47300004,Fina,RELAIS DE SOUBIROUS   STATION   CAZASSUS
16190001,Système U,Super U Coop Atlantique Montmoreau
73110002,Carrefour Market,Carrefour Market
60340001,Carrefour Market,Market
27500005,Intermarché,SA ALOHA
18130002,Intermarché,INTERMARCHE DUN SUR AURON
54280003,Total Access,RELAIS SEICHAMPS
71300009,Intermarché,INTERMARCHE GOURDON
16100006,Intermarché,INTERMARCHE COGNAC
16700004,Intermarché,INTERMARCHE RUFFEC
33130002,Carrefour,Carrefour Bordeaux Bègles - Rives d'Arcins
31100004,Carrefour Market,Carrefour Market
72130001,Système U,Super U FRESNAY SUR SARTHE
27670004,,
1110001,Carrefour Market,Carrefour Market
87800002,Système U,Super U NEXON
60000001,Auchan,Auchan Beauvais
85160005,Système U,Super U  ST JEAN DE MONTS
59940001,Carrefour Market,Carrefour Market
35500004,Leclerc,VITRE-DIS
18130001,Atac,ATAC DUN SUR AURON
58640004,Total,RELAIS DE VARENNES
34700005,,
73200001,Carrefour Market,Carrefour Market
13620002,Indépendant sans enseigne,STATION Service ABEL
57050002,Simply Market,SIMPLY MARKET
7400003,Total,Relais de la Roche Noire
63390001,Carrefour Contact,Carrefour Contact
93190007,,
34360001,Total,STE EXPL.BERNARD
18230001,Géant,GEANT CASINO
40150001,Intermarché,INTERMARCHE SOORTS HOSSEGOR
13800009,Avia,SARL SUD AUTO 2000 - STATION AVIA
47450003,Total,STATION TOTAL
27460002,Total,SARL DERENSY
42330001,Casino,CASINO SUPERMARCHE
59246004,,
2500003,Leclerc,SODHIRS
58200009,,
83320001,Casino,CASINO SUPERMARCHE
17700002,Total,MME PETIT
34340002,Carrefour Market,Carrefour Market
17200001,Système U,Super U Coop Atlantique Royan
83440003,Total,SARL MONTAURAUTO
74370001,Total,STATION DURET
68480002,,
84100005,Intermarché,INTERMARCHE Autoroute
7200007,Intermarché,INTERMARCHE HYPER
66680001,Intermarché,INTERMARCHE CANOHES
78200001,Auchan,AUCHAN-MANTES-BUCHELAY
21600006,Total,Relais de Longvic
79025001,Géant,GEANT CASINO
1350003,Netto,NETTO BEON
67441001,Leclerc,Centre E.LECLERC MARMOUTIER
3800007,,
76280002,Carrefour Market,Carrefour Market
45330001,Total,SARL GARAGE THOMAS
50320001,Système U,SAS PANADIS
68520004,Système U,SUPER U BURNHAUPT
21130010,,
62000005,Leclerc,ARRADIS
20167003,BP,Station bp martinetti
83400006,Leclerc,CENTRE LECLERC
1500001,Carrefour Market,Carrefour Market
42600007,Intermarché,INTERMARCHE MONTBRISON
19300003,,
88400002,Intermarché,INTERMARCHE GERARDMER
59155007,Total Access,RELAIS FACHES
71160002,Leclerc,DIGOIN DISTRIBUTION
65000004,Esso Express,ESSO DEBUSSY
43320003,,
17420001,Système U,Super U Coop Atlantique St Palais/Mer
62660004,Total,RELAIS DU QUINTY
85530002,Total,SARL AUTOMOBILES VENDEE SERVICES
88140006,Total Access,RELAIS DU VAIR
74130001,Carrefour Market,MARKET BONNEVILLE
32160001,Intermarché,INTERMARCHE PLAISANCE DU GERS
25115001,Système U,STATION U
24230002,Carrefour Contact,Carrefour contact
14400004,Esso Express,ESSO MONTGOMERY
3210001,Intermarché Contact,INTERMARCHE CONTACT  SOUVIGNY
28260002,,
59440002,Esso Express,ESSO AVESNOISE
81000005,Esso Express,ESSO DU STADE ALBI
8130003,Carrefour Contact,CARREFOUR CONTACT
84840003,,
31330005,Esso,Garage Teulade
93120005,,
62880001,Système U,SUPER  U
69500009,Total Access,RELAIS BRONDILLANTS
83600024,,
33000014,Esso Express,ESSO EXPRESS BORDEAUX PIERRE 1ER
67370002,,
79170001,Intermarché,INTERMARCHE BRIOUX SUR BOUTONNE
15100013,,
13270005,Intermarché,INTERMARCHE FOS SUR MER
53100004,Esso,ESSO SERVICE DE LA MADELEINE
7200005,Casino,CASINO SUPERMARCHE
74700005,Total Access,RELAIS DU REPOSOIR
50600002,Carrefour Market,Carrefour Market
57740007,Total Access,RELAIS SARRE MOSELLE
46200003,Leclerc,E.Leclerc SOUILLAC
45320004,Intermarché,INTERMARCHE COURTENAY
39100008,Indépendant sans enseigne,PETROL'39
30100012,Intermarché,intermarche les allemandes
81250003,Total,GARAGE CORBIERE
29510004,Intermarché,INTERMARCHE BRIEC DE L'ODET
26300001,Géant,GEANT CASINO
13700011,Total Access,RELAIS SAINTE ANNE
84170001,Avia,SARL ETS CRISTOFOL
69700012,,
60370002,Intermarché,SAS AVERJISA
78150011,BP,BP LE CHESNAY carrefour EXPRESS
74100011,Total,RELAIS LES VOIRONS
17430007,Total Access,RELAIS TONNAY CHARENTE
76430004,Carrefour Market,Carrefour Market
69390007,,
24330007,,
21200001,Carrefour,CARREFOUR  BEAUNE
30750001,Dyneff,DYNEFF Lanuéjols
6110010,,
33790001,Intermarché Contact,INTERMARCHE
51390002,Agip,AGIP GUEUX
73660001,,
40380003,Carrefour Contact,Carrefour Contact SARL Shorion
5200005,,
24270004,Système U,Utile Savignac-Lédrier
42440010,,
13004005,Total Access,RELAIS DU JARRET
77240002,Auchan,AUCHAN CARBURANT
56380002,Intermarché,SAS GURVAL INTERMARCHE
30000020,,
73290008,,
93600014,BP,BP AULNAY GONESSE
6200026,Total Access,RELAIS NICE PR.D.ANGLAIS
72300003,Carrefour Market,Carrefour Market
42650001,BP,BP RN 88 LA MAISON ROUGE ST JEAN BONNEFONDS
59160003,Avia,SARL PETAF
78160002,Total,RELAIS PARC DE MARLY
4280001,,
35113002,Huit à 8,8 à Huit Domagné
90008001,Leclerc,BELFI CENTRE E. LECLERC
61190003,,
46600003,Indépendant sans enseigne,STATION DU HAUT QUERCY
10600012,,
59142001,Intermarché,INTERMARCHE
30800002,,
41100003,Carrefour Market,Carrefour Market
38380004,,
65370002,Carrefour Contact,CONTACT LOURES BAROUSSE
66530001,Carrefour,CARREFOUR CLAIRA
29520005,,
25480004,AVIA,STATION  AVIA
93800006,Total,RELAIS CLAUD.DEBUSSY
64390002,Intermarché Contact,SAS ASPIS
56460003,,
62137002,,
17400002,Leclerc,ANGELY-DIS
93000011,,
42100022,,
39190006,Maximarché,maximarche
71600011,,
13011023,,
33380004,Leclerc,Leclerc Mios
87280001,Avia,avia
88000012,,
38110001,Carrefour Market,Carrefour Market
64300002,Total,SARL Relais du Gave
64160001,Système U,SUPER U
73120001,Elan,GARAGE DU GRAND PONT
15100011,,
69620003,,
85200004,,
94651002,BP,BP THIAIS SUD SPEEDY
66270004,,
22500004,Leclerc,E. LECLERC PAIMPOL
36000003,Carrefour Market,Carrefour Market
59287002,,
59610002,Carrefour,CARREFOUR  FOURMIES
77590001,Carrefour Market,Carrefour Market
79000013,Total Access,RELAIS DE LA SEVRE
1100004,Avia,STATION SERVICE AVIA
14240001,Intermarché,INTERMARCHE
65300003,Elan,RELAIS DE LA DEMI LUNE
49160003,Shell,IMERINA SARL
92400013,BP,BP COURBEVOIE QUAI JOFFRE 8 à Huit
39100010,Avia,ETS THEVENIN DUCROT DISTRIBUTION
28000009,Total,RELAIS ROCADE CHARTRES
69500011,,
6310002,Total,RELAIS PLAISANCIERS
33490002,Total,SARL REPAR-AUTO
33000016,Esso Express,ESSO EXPRESS BORDEAUX HAUT BRION
92000024,BP,BP NANTERRE CLEMENCEAU
18200005,Intermarché,INTERMARCHE ST AMAND MONTROND
55100007,Total,RELAIS CITADELLE
75014012,,
83600025,,
70300007,S.D.L,Station service du bouquet
70200007,,
55140001,Intermarché,INTERMARCHE VAUCOULEURS
12100002,Total,RELAIS DU STADE
56520006,Total Access,RELAIS DE GUIDEL NORD
39200005,Intermarché,SAS TORINE
14700001,Carrefour Market,Carrefour Market
45370002,,
71200004,Intermarché,INTERMARCHE
92120004,,
91710001,Intermarché,INTERMARCHE VERT LE PETIT
