ID,Marque,Nom
31560003,,
81250004,,
84510001,Système U,STATION U 24/24
34200012,Avia,Avia
57117001,Avia,Station Jean Luc PAWLAK
78700002,Carrefour Market,Carrefour Market
76160002,Esso Express,ESSO DARNETAL
69720002,Esso Express,ESSO DES SAVOIES
38160003,Intermarché,SARL ASILM ST SAUVEUR
5600002,Intermarché,INTERMARCHE GUILLESTRE
6600027,,
89144002,Carrefour Contact,CARREFOUR CONTACT LIGNY
50290001,Système U,SUPER U
26780007,Total Access,RELAIS DE LA GIRANE
27406001,Leclerc,LOUVIERS DISTRIBUTION
27310010,,
45230001,Système U,Super U CHATILLON COLIGNY
44500004,Esso Express,ESSO EXPRESS LA BAULE ESCOUBLAC BOIS D'AMOUR
68140001,Total,E.A.M. SCHMIDT SARL
38420004,,
65120001,Elan,Relais des Pyrenees
52100008,Esso Express,ESSO AERODROME
55160014,,
75011003,Elan,Sarl delek
24260001,Intermarché,INTERMARCHE LE BUGUE
26800007,Total,RELAIS VALENTINOIS
78520002,Carrefour,CARREFOUR LIMAY
71400012,Total Access,RELAIS AUTUN GARE
72380001,Système U,Super U STE JAMME SUR SARTHE
66250001,Total,EOR ST LAURENT S FORMENTY
62820003,Total Access,RELAIS LIBERCOURT
93410002,BP,BP VAUJOURS
22290002,Total,SARL GARAGE DE LA TRINITE
82500002,Intermarché,INTERMARCHE BEAUMONT DE LOMAGNE
15600001,Total,SARL GGE LAVIGNE
62100019,BP,BP CALAIS PETIT COURGAIN
25220003,Système U,SUPER U
61320002,Elan,GARAGE C.M.C.
31860006,,
14210001,Intermarché,INTERMARCHE
63550001,,
73470001,Avia,TARDY MARIE THERESE
88140004,Intermarché,INTERMARCHE CONTREXEVILLE
2460003,,
44430003,Intermarché,SAS COFIM
23400001,Carrefour Market,Carrefour Market
20137010,,
25300013,,
77370003,Intermarché,INTERMARCHE NANGIS
95230008,,
51340003,Total,SARL GUILLEMIN ENERGIE
50110006,,
24660003,Intermarché,INTERMARCHE COULOUNIEIX-CHAMIERS
95870009,,
76800003,Intermarché,INTERMARCHE ST-ETIENNE / ROUVRAY
21121008,,
13015019,Total Access,RELAIS ST.ANTOINE
31290012,,
2200010,Intermarché,INTERMARCHE BELLEU
68920001,Atac,SIMPLY  WINTZENHEIM
25660003,Casino,CASINO SUPERMARCHE
56260001,Leclerc,LARDIS
87130001,Système U,Super U CHATEAUNEUF LA FORET
74140006,,
82000016,Total,RELAIS LARROQUE
74310002,Système U,SUPER U LES HOUCHES
3190005,,
12000010,Leclerc,DRIVE E. LECLERC SEBADIS
53600003,Carrefour Market,Carrefour Market
16210001,Intermarché,INTERMARCHE CHALAIS
11700009,,
63790001,Indépendant sans enseigne,GARAGE DE L'AVENIR
64210006,Total,RELAIS BIDART OUEST
31430002,Carrefour Contact,CARREFOUR CONTACT
13009008,Total Access,RELAIS TOTAL PARC SPORTS
12560001,Indépendant sans enseigne,ASS ST LAURENT SERVICE DISTRIBUTION
33230001,Leclerc,SODISC
93420004,BP,BP VILLEPINTE
51130002,,
78550009,Total Access,RELAIS MAULETTE HOUDAN
64200006,Leclerc,LECLERC
30220002,Intermarché,INTERMARCHE AIGUES MORTES
74700001,Carrefour,CARREFOUR SALLANCHES
2190007,,
80260004,,
62280004,Esso,ESSO SERVICE DES QUATRE MOULINS
17230002,Système U,Super U MARANS
31370001,Carrefour Market,Carrefour Market
27009001,CORA,CORA EVREUX
80120003,Carrefour Market,Carrefour Market
77130003,Total,STATION TOTAL RELAIS DE FORGES
90000002,Total,SARL AMS AUTO
84600003,,
76210006,Esso,BOLLEVILLE
67116003,,
10140001,Bi1,Bi1 VENDEUVRE SUR BARSE
56680001,Intermarché,INTERMARCHE PLOUHINEC
26140005,Leclerc,E. LECLERC
56640001,Système U,Super U ARZON
48000008,,
60750003,Carrefour Contact,CARREFOUR CONTACT
87440001,Intermarché,INTERMARCHE SAS TARGE
77760001,Atac,ATAC  LA  CHAPELLE  LA  REINE
69400015,,
63160001,Simply Market,SIMPLY MARKET
22460003,Carrefour Express,CARREFOUR EXPRESS
47160001,Elan,CASTETS AUTO
71290002,,
71570004,Intermarché,INTERMARCHE ROMANECHE THORINS
17130001,Système U,Super U Coop Atlantique Montendre
95400008,,
62500005,Total Access,RELAIS ST OMER MADELEINES
23210003,,
13710005,,
26300012,Total Access,RELAIS LA BAYANNE
65190002,Carrefour Contact,CARREFOUR Contact
13008014,Avia,SARL CP - AVIA
31700001,Carrefour Market,SARL DIFRADIS
83250011,,
8200010,Total Access,RELAIS SEDAN MARNE
40700004,Carrefour Market,Carrefour Market
89420001,BP,BP A6 AIRE DE LA CHAPONNE
2130006,Avia,avia tardenois nord
92370002,Total,RELAIS GUYNEMER
13008001,Géant,GEANT CASINO Ste Anne
45330003,Intermarché,INTERMARCHE MALESHERBES
13016007,Total,RELAIS SAUMATY
26290009,Total Access,RELAIS DONZERE
29200016,Total Access,RELAIS VIEUX ST MARC
63700004,Carrefour Market,Carrefour Market
10350001,Intermarché,STATION SERVICE 24/24
45390002,,
38460002,Carrefour Market,Carrefour Market
16130002,Intermarché,INTERMARCHE SEGONZAC
14310004,Leclerc,SAS VILLERS BOCAGE DIST
56800005,Intermarché,INTERMARCHE PLOERMEL
82220001,Intermarché,ECOMARCHE VAZERAC
54182001,CORA,CORA HOUDEMONT
66100002,Total,RELAIS DES ALBERES
58400001,Auchan,AUCHAN LA CHARITE SUR LOIRE
80270001,Carrefour Market,Carrefour Market
38490006,Total,SNC STATION SERVICE LES 3D
36000009,Total Access,TOTAL ACCESS CARREFOUR
62260003,,
50580001,Casino,SUPERMARCHE CASINO
53600007,Système U,U EXPRESS
38150003,Dyneff,SAS ANTON AUTOMOBILES
44230003,Auchan,AUCHAN CARBURANT
46120001,Total,SARL GERVAIS BOS
87230002,Intermarché,INTERMARCHE CHALUS
6110004,Esso Express,ESSO MOULIERES
59000016,Total,RELAIS ESQUERMES
3500003,Total,Relais de la Sioule Total Lagarde
13150001,Simply Market,SIMPLY MARKET
5100008,Total Access,RELAIS GDE BOUCLE
11110005,Total,RELAIS DE VINASSAN
65400005,Total Access,RELAIS D AZUN
28000010,Total Access,RELAIS DES BEAUMONTS
68127001,Avia,PMF SARL STATION AVIA
15190003,,
63200006,,
59239002,,
2100008,Esso Express,ESSO FAIDHERBE
13090017,Total Access,RELAIS PONT DE L'ARC
22200004,Intermarché,INTERMARCHE GUINGAMP-ST AGATHON
75019016,Total,RELAIS PARIS CRIMEE
32110001,Carrefour Market,Carrefour Market
56620001,Système U,Super U PONT SCORFF
18500007,Esso,Esso Bourges Ste Thorette
13200020,,
56670003,Leclerc,LECLERC RIANTEC
39300006,Leclerc,station Leclerc Champagnole
81600006,Indépendant sans enseigne,STATION 8
7250004,Avia,Station avia méhari sun
6300019,,
38320005,Intermarché,INTERMARCHE BRESSON
80044001,Auchan,AUCHAN Station-Service Amiens
13010012,,
72110003,ESSO,ESSO -GARAGE DE LA FORET
78360001,Carrefour,CARREFOUR MONTESSON
71600008,,
59430001,Carrefour,CARREFOUR SAINT POL SUR MER
58200002,Carrefour Market,Carrefour Market RN7
7800001,Total,SARL RELAIS DE CHARMES
71000022,Total Access,RELAIS MACON ED HERRIOT
27460001,Système U,SAS CLEMENCE 2
29800003,Intermarché,INTERMARCHE LANDERNEAU
49160004,Shell,IMERINA SARL
63340001,Système U,Super U
59610001,Simply Market,SIMPLY MARKET
13300010,Total Access,RELAIS LA CRAU
3350002,Carrefour Contact,CARREFOUR CONTACT
83470003,Avia,STATION AVIA
75015028,Total,RELAIS BUFFON
22170005,,
62500001,Carrefour,CARREFOUR SAINT MARTIN AU LAERT
13100016,,
34090003,Total Access,RELAIS AIGUELONGUE
1390009,,
76530003,Intermarché,INTERMARCHE GRAND COURONNE
56109002,,
12150006,Total,RELAIS SEVERAC LE CHATEAU
39150002,Avia,GARAGE CARD
69500012,,
21110003,Esso Express,ESSO DU CHATEAU
21000025,Total,RELAIS DE LA ROCADE
22100009,Total,RELAIS DE DINAN
29910002,Casino,CASINO TREGUNC
55210002,,
56190007,,
57830001,,
69800014,Total Access,RELAIS ST PRIEST MI PLAINE
72430001,,
74100010,Total,RELAIS DE CHAMARETTE
95270004,,
78800004,Esso Express,ESSO GRAND CERF
86130003,,
4400005,,
24107001,Leclerc,S.A. PASTEUR DISTRIBUTION
63220001,Système U,Station U
63190009,LARZAT ET MEYRONNE,SAS LARZAT ET MEYRONNE     LEZOUX
81400004,Intermarché,INTERMARCHE CARMAUX
42680001,Total,SAINT MARCELLIN EN FOREZ - SARL BR
72550002,Total,TOTAL  CHAUFOUR AUTOMOBILES
64410001,Carrefour Contact,CARREFOUR ARZACQ
13210003,Total,RELAIS DE LA TRINITEE
60140002,Total,MR DIXIMUS FABRICE
4100011,Total Access,RELAIS PLANTIERS
31300008,Total,RELAIS ROCADE PURPAN
17740001,Total,LE RELAIS DU PERTUIS
17920001,Avia,STATION AVIA
24110002,,
35000019,Total,RELAIS ILE DE FRANCE
75017017,Total,RELAIS PARIS CLICHY
24800003,Indépendant sans enseigne,La station Maguer 24/24
85460003,Système U,Super U L'AIGUILLON SUR MER
35170001,Intermarché,INTERMARCHE BRUZ
61120001,Avia,GARAGE LETOURNEUR
59800002,Leclerc,E.LECLERC Lille (Fives)
38170004,Total Access,RELAIS DU DRAC
84000018,Total,RELAIS AVIGNON P.SEMARD
93240007,Total,RELAIS CLOS ST.LAZARE
62000013,Total,RELAIS ARRAS ROSATI
34070016,Total,RELAIS MARTELLE
22110003,Intermarché,INTERMARCHE ROSTRENEN
74100009,Elan,STATION DU MONT BLANC
77186003,Total,RELAIS DE LA MAILLERE
63000023,Total,RELAIS DE LA PLAINE
93250005,Indépendant sans enseigne,SRD
50550002,,
50170005,,
76270003,,
59166001,Intermarché,INTERMARCHE BOUSBECQUE
88450002,Total,RELAIS BOIS DES CHENES
69008008,Total Access,RELAIS LYON MERMOZ
25022001,Carrefour,CARREFOUR CHALEZEULE
87520002,Simply Market,SIMPLY MARKET
63170008,Total Access,RELAIS DE GERGOVIE
34800001,Système U,HYPER U
77400014,,
29129001,Intermarché,INTERMARCHE NEVEZ
63300001,Carrefour,CARREFOUR THIERS
37110004,Total Access,RELAIS DE VILLEDOMER
44412001,Leclerc,SUD-LOIRE-DIS
1440002,Total,STE DU VEHICULE INDUSTRIEL SAS
1130002,Avia,SARL GARAGE MEUNIER
21150001,Atac,ATAC VENAREY LES LAUMES
67500010,Indépendant sans enseigne,STATION SERVICE STEVAUTO
5230003,Intermarché,INTERMARCHE CHORGES
76460002,Leclerc,ST VALERY DISTRIBUTION SAS
40100005,Intermarché,INTERMARCHE DAX
63500002,Carrefour,YSIODIS
42440008,Shell,Shell haut forez nord
34150001,Indépendant sans enseigne,SPAR
58110003,,
51110002,Intermarché,INTERMARCHE SAS MYRION
40190003,Carrefour Market,Carrefour Market
29870003,,
95360001,,
63270002,,
83120002,Carrefour Market,Carrefour Market
83120001,Carrefour Market,Carrefour Market
69200008,Leclerc,LECLERC DRIVE
13320010,Système U,SUPER U
5100004,Carrefour Market,Carrefour Market
84110001,Total Access,SARL RICHIER
93150011,,
24430001,Auchan,AUCHAN MARSAC SUR L'ISLE
21460003,Maximarché,Maximarché Epoisses
78700001,Simply Market,SIMPLY MARKET
62610002,Simply Market,SIMPLY MARKET
86000012,Intermarché,DEMI  LUNE  INTERMARCHE  POITIERS
22550001,Système U,Super U MATIGNON
48200005,Carrefour Market,Carrefour Market
31120007,Intermarché,INTERMARCHE PINSAGUEL
12600002,Avia,AUVERGNE CARBURANTS
32600002,Carrefour Market,Carrefour Market
78910001,Simply Market,SIMPLY MARKET
78140001,Auchan,STATION SERVICE AUCHAN VELIZY
63430002,Total,SARL GARAGE COTTIER
21490004,,
33500004,Leclerc,DISLIAL
4120005,,
86130006,Système U,Super U St GEORGES LES BAILLARGEAUX
26250003,,
35740001,Elan,AUTO PACE SERVICES
80480004,TOTAL,STATION SERVICE TOTAL
58000014,,
33190005,Total,EURL Zanchettin Damien
13560005,,
50190001,Carrefour Market,Carrefour Market
20600007,Esso,SARL FERRANDI FILS
10700003,Intermarché,INTERMARCHE ARCIS SUR AUBE
13090021,,
35400009,Total,RELAIS MALOUIN
16021001,Leclerc,ANGOULEME DISTRIBUTION
51370003,Indépendant sans enseigne,ECOMARCHE SAS ALIKEV
35600003,Intermarché,INTERMARCHE REDON
56300002,Total,SARL IZANIC
42370003,Carrefour Market,Carrefour Market
95260003,,
37150002,Carrefour Market,MARKET
59138001,Indépendant sans enseigne,ETS DUCORNET DEPARIS
50800001,Casino,CASINO VILLEDIEU LES POELLE
22000003,Total,SARL RONDEL
93150008,Leclerc,DRIVE E.LECLERC BLANC MESNIL
2290002,,
27240001,,
57160006,Total Access,RELAIS LA RAMUSSE
49330001,Système U,Super U CHATEAUNEUF SUR SARTHE
1120006,Total,GARAGE DE LA BOISSE
69330003,Esso Express,ESSO CARREAU
67470001,Système U,SUPER U
93150007,Esso Express,ESSO AEROPORT
86360004,Total Access,ACCESS TOTAL RN10 PARIS vers BORDEAUX
4160006,,
87430004,,
29880002,Intermarché,INTERMARCHE PLOUGUERNEAU
45340002,,
83700008,,
83500001,Auchan,AUCHAN LA SEYNE
64480001,Système U,STATION U
59400006,CORA,CORA
57280001,Auchan,CENTRE COMMERCIAL
80220003,Intermarché,INTERMARCHE BOUTTENCOURT
83480003,Agip,AGIP PUGET SUR ARGENS
3200005,CORA,CORA VICHY
86310002,Intermarché Contact,SAVIDIS
31200022,Total Access,RELAIS DE LA PIMPE
59279005,,
20129001,BP,FOLACCI STATION SERVICE
26290008,Système U,SAS PRODON
66700003,Dyneff,SARL NEGRELL ET FILS
14404001,Leclerc,SOBADIS
87120005,,
91370001,Esso Express,ESSO VERRIERES
54300001,CORA,CORA LUNEVILLE
93160004,Esso Express,ESSO DU CHAMPY
73300002,Agip,AGIP ST JEAN DE MAURIENNE ZC LES PLANS
33460003,Total,Eurl lautrec
47140002,Intermarché,INTERMARCHE ST SYLVESTRE SUR LOT
95310010,,
33140001,Géant,GEANT CASINO
70300012,,
44400006,Intermarché,INTERMARCHE REZE LES NANTES
42220004,,
91290006,Total,RELAIS LA MONTAGNE
82200003,Casino,CASINO SUPERMARCHE
58260002,,
46220003,Intermarché,INTERMARCHE PRAYSSAC
57520001,CORA,HYPERMARCHE RECORD
73140008,,
69380008,Intermarché Contact,SAS ELGARREKIN
77140010,AUTOGRILL,AUTOGRILL STATION SHELL
69100030,,
53110001,Intermarché,INTERMARCHE LASSAY LES CHATEAUX
2100018,Indépendant sans enseigne,DM Combustibles
20240002,Total,SAS MARTINEZ
3390005,,
59184002,Carrefour Contact,CARREFOUR CONTACT
78700010,,
13510002,Total,STE EGUILLEENNE GGE M
69360019,,
31360002,,
58000011,Total,RELAIS PETIT CANAL
91700003,Carrefour,CARREFOUR SAINTE GENEVIEVE DES BOIS
79110002,Avia,AVIA STATION SERVICE BECHON
91230001,Esso Express,ESSO MONTGERON
40110003,Total,RELAIS STAR YGOS SAINT SATURNIN
23200002,Netto,LES MOUSQUETAIRES
95520004,,
80320001,Carrefour Market,Carrefour Market
25430003,,
80120004,Simply Market,SIMPLY MARKET
10230001,Maximarché,MAXIMARCHE MAILLY LE CAMP
30140003,Intermarché,INTERMARCHE SAS LABAHOU
76760002,Système U,SAS YERDIS SUPER U
39700014,Total,Station de Ranchot
72140001,Système U,Super U ST REMY DE SILLE
69100032,,
39210001,Atac,ATAC VOITEUR
58340001,Atac,ATAC CERCY LA TOUR
95331002,,
62000014,Total Access,RELAIS DU ROND POINT
93000001,BP,BP BOBIGNY PVC SPEEDY
35120002,Système U,Super U DOL DE BRETAGNE
83580004,,
1300003,Intermarché,INTERMARCHE CHAZEY BONS
50570002,Carrefour Market,Carrefour Market
34520002,Total,RELAIS DU CAYLAR
60290003,Intermarché,INTERMARCHE CAUFFRY
81190002,Indépendant sans enseigne,Station de la Croix de Mille
77700002,Carrefour Market,Carrefour Market
6150012,,
84570002,Indépendant sans enseigne,STATION SERVICE COMMUNALE
77160004,,
57070003,Avia,SARL BMCV
58160001,Atac,ATAC IMPHY
48200001,Total,SARL HERMET
29100004,Intermarché,INTERMARCHE DOUARNENEZ
13124004,,
88200008,Colruyt,007 DATS CORNIMONT
82120001,Indépendant sans enseigne,Sarl val fleuri lavit
3450001,Indépendant sans enseigne,CMN
37320008,,
92400020,Total Access,RELAIS COURBEVOIE VERDUN
38260007,Intermarché,INTERMARCHE LA COTE ST ANDRE
54700010,Total,RELAIS TOTAL DE L'OBRION
50600003,Elan,SARL GARAGE BAZIN
59114006,,
27600001,Simply Market,SIMPLY MARKET
62164001,Indépendant sans enseigne,GARAGE DUPUIS DEBERDT ATELIER OPEL
39220002,Atac,ATAC BOIS D AMONT
67110002,Total,GGE MECA BG
84130011,Total Access,RELAIS DU PONTET
77170005,Carrefour Market,Carrefour Market
21210001,Atac,ATAC SAULIEU
27000007,Intermarché,INTERMARCHE EVREUX ST-MICHEL
48800002,,
33340004,Carrefour,CARREFOUR LESPARRE
17310001,Système U,Super U Coop Atlantique St Pierre Oléron
71120002,Intermarché,INTERMARCHE CHAROLLES
57100008,Total,RELAIS DE THIONVILLE
59310001,Leclerc,E.LECLERC
32110003,,
6300012,Indépendant sans enseigne,STATION DES OLIVIERS
6270004,,
42500012,Leclerc,FIRMINY DISTRIBUTION
44130001,Système U,Hyper U BLAIN
37320001,Simply Market,SIMPLY MARKET
79180002,Total Access,RELAIS NIORT CHAURAY
21700006,Colruyt,014 DATS NUITS
87000030,,
62160001,Carrefour Market,Carrefour Market
27500003,Total,MR LECOEUR
74000002,Carrefour,Carrefour annecy
92140015,Total Access,RELAIS CLAMART TREBIGNAUD
13320012,Total,RELAIS DE LA MOUNINE
69270004,Total Access,RELAIS FONTAINES MARRONNIERS
29170005,Carrefour Market,Carrefour Market
56100012,Total Access,RELAIS LORIENT PORT
30100014,,
22560001,Intermarché,INTERMARCHE TREBEURDEN
27560001,Carrefour Contact,Carrefour Contact
35230001,Système U,Super U NOYAL CHATILLON
18100008,Intermarché,INTERMARCHE VIERZON
3260001,Ecomarché,SAS MARYAN INTERMARCHE
74360002,Intermarché,INTERMARCHE LA CHAPELLE D'ABONDA
38260005,Casino,CASINO SUPERMARCHE
71500004,Leclerc,VAULX DISTRIBUTION
62250007,Intermarché,INTERMARCHE MARQUISE
23800001,Intermarché,INTERMARCHE DUN LE PALESTEL
3300003,Carrefour,CARREFOUR
13140005,Intermarché,INTERMARCHE MIRAMAS
62110003,Total,RELAIS HENIN BEAUMONT
59162001,Intermarché,INTERMARCHE OSTRICOURT
42240001,Carrefour Market,Carrefour Market
14110003,,
16710001,Système U,U Express Coop Atlantique St Yrieix/Charente
94440001,Intermarché,INTERMARCHE VILLECRESNES
79000008,Intermarché,INTERMARCHE NIORT AIFFRES
95150001,,
74100008,Intermarché,INTERMARCHE VETRAZ MONTHOUX
41130003,Système U,Super U SELLES SUR CHER
54340002,,
25250002,Intermarché,INTERMARCHE L'ISLE SUR LE DOUBS
86140002,Simply Market,SIMPLY MARKET
37400006,Total,SAS ALKAN CARBURANT
36270001,Système U,Super U EGUZON
57270001,Total,ETS BORDONI ET CIE SARL
31850003,Système U,SUPER U MONTRABE
66160004,,
57370008,,
86700003,Intermarché,INTERMARCHE COUHE-VERAC
4200007,NEANT,STATION LOUIS
76380006,,
85630001,Système U,U EXPRESS BARBATRE
1630004,Ecomarché,ECOMARCHE PERON ECOMARCHE
78790001,,
71400011,Leclerc,LECLERC
78702001,Leclerc,SODICO EXPANSION
49140001,Système U,Super U CORZE
59554005,Total Access,RELAIS RAILLENCOURT-SAINTE-OLLE
73340001,,
74520011,,
76120008,Total,RELAIS SAINTE LUCIE
85100003,Total,SA MAISON RABREAU
47440001,Total,GARAGE GILLET
65100001,Carrefour Market,Carrefour Market
50390001,Système U,Station U
83140008,Total Access,RELAIS SIX FOURS BONNEGRACE
30800001,Intermarché,INTERMARCHE SAINT GILLES
3100006,Avia,Avia
85170003,BRETECHE EXPRESS,BRETECHE EXPRESS
1000013,Total Access,RELAIS BOURG
13390002,,
77400015,,
95320006,,
28630001,Intermarché Contact,INTERMARCHE  MORANCEZ
4400002,Total,SARL GARAGE DE RESTEFOND
4500002,,
12260006,,
6300008,Esso Express,ESSO ST ROCH NICE
74140003,Système U,SA LOIDIS SUPER U
32810003,,
57800003,Elan,SARL GARAGE MAHOU
13660002,Indépendant sans enseigne,CAP 9
25350001,Système U,SA MANDEURE DISTRIBUTION
18300004,,
31310001,,
33760001,TOTAL,GARINEAU ORTEGA
34770005,Carrefour Contact,Carrefour Contact
40140001,Elan,EOR MAGESCQ MORA
47550007,Total Access,RELAIS BON ENCONTRE
47520004,,
77100023,Total Access,RELAIS DE LA MARNE VICTOIRE
57740004,CORA,CORA
59200003,Esso Express,ESSO DE LA MARNE
24000011,Total Access,RELAIS PERIGUEUX LE TOULONS
69410006,Agip,AGIP CHAMPAGNE AV DE GAULLE
73200006,Total Access,RELAIS ALBERTVILLE LES CHASSEURS
76610002,Esso Express,ESSO CAUCRIAUVILLE SUD
86120001,Total,GARAGE MARTIN
19120001,,
84200003,Indépendant sans enseigne,STATION L'HOTE
6600001,Carrefour,carrefour antibes
89380006,Total Access,RELAIS APPOIGNY
59650011,BP,BP VILLENEUVE D' ASCQ
25440001,Intermarché,INTERMARCHE PIPOLUX
94100013,,
56670001,Intermarché,INTERMARCHE PORT-LOUIS
71680001,Carrefour,CARREFOUR CRECHES SUR SAONE
24300004,Intermarché,INTERMARCHE NONTRON
62250001,Carrefour Market,Carrefour Market
67120006,,
24120008,,
23300002,Avia,PICOTY SA LA PRADE
57650001,Système U,Super U FONTOY
75008006,Avia,AVIA HAUSSMANN
86800003,Leclerc,LECLERC JARDRES
2100020,Total Access,RELAIS ST QUENTIN CAMILLE GUERIN
63370001,CORA,CORA
35720004,Carrefour Contact,CARREFOUR CONTACT
86370001,Système U,Super U VIVONNE
63000001,Total,Relais Lagarde Clermont Lafayette
41700006,Total,SARL GARAGE PAUGOY
56270006,Intermarché,ECOMARCHE
20600010,BP,STATION BP LA ROCADE
94000009,Total Access,RELAIS DE MONTAIGUT
40320001,AIRE C,VAL FLEURI - RESEAU AIRE C
80100002,Système U,HYPER U ABBEVILLE
21110001,Atac,ATAC AISEREY
12200005,Intermarché,INTERMARCHE VILLEFRANCHE/ROUERGU
86102001,Total Access,SAS SODAC DES NATIONS
19490002,,
6770002,Total Access,RELAIS DE CARROS
33420003,,
89340004,Esso,BELLA AUTO SERVICE
38090004,,
10000018,Total,RELAIS DU VOULDY
37000014,Total,RELAIS ST FRANCOIS
64122001,Leclerc,PAYS BASQUE DISTRIBUTION
58530001,Esso,STATION ETS GUILLEMEAU SARL
21400001,Auchan,AUCHAN CHATILLON
60230004,Total Access,RELAIS NEFLIER
1360002,Elan,Station service ELAN
31330004,Intermarché,Intermarché Merville
14430001,Système U,DOZULEENNE DE DISTRIBUTION
29410001,Système U,Super U PLEYBER CHRIST
67110006,Système U,SUPER U Gundershoffen
21160004,Total,RELAIS DE LA COTE
31673001,Carrefour,CARREFOUR LABEGE
71420003,Système U,Super U Perrecy les forges
16110003,Casino,SARL BESSON DISTRIBUTION
28210002,Intermarché,INTERMARCHE NOGENT LE ROI
83510002,Casino,CASINO SUPERMARCHE
66624001,Dyneff,DYNEFF
77650001,Intermarché Contact,SA HEPTA
77127001,Carrefour,CARREFOUR CARRE SENART
57200003,Intermarché,INTERMARCHE SARREGUEMINES
6600024,Total Access,RELAIS DES BASTIDES
44210003,Système U,Super U PORNIC OUEST
33420002,Carrefour Market,Carrefour Market
83510003,Intermarché,INTERMARCHE LORGUES
27190002,Intermarché,INTERMARCHE CONCHES EN OUCHE
11120002,,
31270003,Carrefour Market,Carrefour Market
35890001,Carrefour Market,Carrefour Market
39380001,Système U,SAS NIMADIS
30260001,Indépendant sans enseigne,COUTACH PNEUS PIACENTINO
71540001,Huit à 8,8 à Huit IGORNAY
5300001,Total,SARL GARAGE LAMBERT
59193003,,
60300005,Intermarché,INTERMARCHE SENLIS
17360001,Système U,U Express Coop Atlantique St Aigulin
88700001,Supermarché Match,SUPERMARCHES MATCH RAMBERVILLERS
31240004,Intermarché,INTERMARCHE L'UNION
43500002,Système U,ESTRADE DE DISTRIBUTION
88300004,Avia,GARAGE DE L'ETOILE
35330001,Elan,LEPELTIER S.A.R.L.
15000018,,
82160001,Total,MR MARTINEZ MICHEL
78940001,Simply Market,SIMPLY MARKET
42300011,,
62126001,Carrefour Market,Carrefour Market
35230004,Intermarché,INTERMARCHE ORGERES
37320010,,
59163001,Carrefour,Carrefour CONDE SUR L ESCAUT
51200001,Carrefour,CARREFOUR EPERNAY
53061001,Leclerc,E.Leclerc Laval
68000019,Total Access,RELAIS DES CIGOGNES
31620005,Intermarché,SAS FRONTAL
62300013,Total Access,RELAIS DE LENS GRANDE RESIDENCE
62100002,Total,SARL HOTEL DE VILLE
67500007,Simply Market,SIMPLY MARKET
3120005,Indépendant sans enseigne,LAPALISSE ESSENCE
49500002,Leclerc,SEGRE-DIS
50200001,Carrefour Market,Carrefour Market
28260003,Carrefour Market,Carrefour Market
54110001,Supermarché Match,SUPERMARCHES MATCH  DOMBASLE
26600015,,
62970003,Leclerc,LECLERC   COURCELLES LES LENS
72600001,Système U,Super U MAMERS
81115001,Auchan,CENTRE COMMERCIAL GRAND-SUD
46140004,,
24750001,Système U,Hyper U Coop Atlantique Boulazac
84400003,Leclerc,SODISAPT
22400009,,
45720002,Intermarché,SAS PASECAJE
76280004,,
37170006,Total Access,RELAIS LES RENARDIERES
43240001,Carrefour Market,Carrefour Market
85310002,Elan,GUERINEAU
69220001,Carrefour Market,Carrefour Market
67800001,Supermarché Match,SUPERMARCHES MATCH BISCHHEIM
69210003,Total,RELAIS DE TURDINE
13800011,,
13130006,Total Access,TOTAL ACCESS Les Chasseurs
13012001,Géant,GEANT CASINO Les CAILLOLS
14980002,CORA,CORA
35170002,Système U,SUPER U BRUZ
61290002,Intermarché Contact,INTERMARCHE LONGNY AU PERCHE
85120005,,
68703001,Leclerc,SODICER
69210002,Carrefour,Carrefour Vaulx en velin
77440002,,
78630011,Total Access,RELAIS ORGEVAL - BENO
68300003,Leclerc,Hypermarche E.LECLERC
49320003,Leclerc,SAS BRISSAC DISTRIBUTION
69510004,,
91760001,Intermarché,INTERMARCHE ITTEVILLE
77700003,Esso,ROC FRANCE ESSO
62300005,Esso Express,ESSO STE BARBE
36120001,Avia,MARTEAU SARL GARAGE
56870001,Carrefour Market,Carrefour Market
35460001,Système U,Super U ST BRICE EN COGLES
44160003,Leclerc,BRIERE DISTRIBUTION
23170001,Intermarché Contact,INTERMARCHE CHAMBON SUR VOUEIZE
17100008,Intermarché,INTERMARCHE SAINTES
33210008,Netto,NETTO LANGON
69480002,Avia,SARL RONGEAT
52100015,Total,RELAIS DU DER SUD
13400003,Total,SARL STATION ET SCES CAMP
39700013,Total Access,RELAIS DU POIRIER 2
88600001,Total,GARAGE DIDIER
53410003,ESSO,Station Esso
50760001,Carrefour Contact,CARREFOUR CONTACT
20230011,,
76260005,Total,RELAIS DE LA BRESLE
79000004,,
19200002,,
6670008,Avia,Energies Services
42155001,Intermarché Contact,INTERMARCHE CONTACT
69380004,Leclerc,Centre E. LECLERC
71230002,Intermarché,INTERMARCHE ST VALLIER
94000004,Esso Express,ESSO RTE ROSES
95600002,,
4700004,Total,Relais des Mélanes
1640003,,
79370001,Intermarché,INTERMARCHE CELLES SUR BELLE
21150002,Système U,Venardis sas
30700004,Intermarché,INTERMARCHE MONTAREN
85150001,Système U,Super U LA MOTHE ACHARD
79100009,,
1630005,,
69250009,,
83170006,Casino,CASINO SUPERMARCHE
95220006,,
68124002,,
